Name,Thickness,Camber
doa5,38.754608,15.69306
dormoy,0.089993,0.028428
drgnfly,87.207512,33.553997
dsma523a,15.77177,1.476867
dsma523b,15.760745,1.477321
du84132v,29.794664,9.260436
du8608418,0.084544,0.011212
du861372,5.326478,0.574847
e1098,6.737791,0.728925
e1200,7.254637,0.774089
e1210,7.534569,0.795863
e1211,6.696886,0.726035
e1212,8.225443,0.847806
e1212mod,4.859271,-2.177962
e1213,6.008775,0.666127
e1214,5.949861,0.661816
e1230,60.430298,23.587368
e1233,13.683631,1.291135
e168,0.12442,0.0
e169,0.14404,0.0
e171,0.12254,-0.0
e174,0.08923,0.038272
e176,0.088278,0.032751
e178,0.086919,0.02779
e180,0.085912,0.022669
e182,0.084694,0.017015
e184,0.083279,0.011693
e186,0.102746,0.012806
e193,0.102262,0.035426
e195,0.118218,0.031552
e197,0.134874,0.027882
e201,0.118795,0.030681
e203,0.13649,0.026553
e205,0.104798,0.029798
e207,0.120281,0.024884
e209,0.136924,0.019896
e210,0.13648,0.040238
e211,0.109643,0.025512
e212,0.105608,0.029164
e214,0.111072,0.040285
e216,0.10437,0.051612
e220,0.114691,0.024846
e221,0.093834,0.01856
e222,0.101733,0.024887
e224,0.101742,0.017665
e226,0.101878,0.009629
e228,0.10069,0.002675
e230,0.099651,-0.007851
e231,0.123401,0.02463
e266,39.412849,17.720331
e297,6.698298,-3.270029
e325,8.936477,0.926442
e326,7.87407,-3.925092
e327,8.42078,0.887838
e328,7.24546,0.788673
e329,35.649517,13.846726
e330,7.085104,0.772989
e331,9.236234,0.946989
e332,8.71031,-4.405512
e333,7.35769,0.798314
e334,34.972046,13.324425
e335,8.131218,0.866583
e336,8.663044,0.906073
e337,7.721843,0.832289
e338,8.220078,0.873295
e339,6.562538,-3.15088
e340,8.636487,0.904732
e341,7.399396,0.803041
e342,7.919069,0.848514
e343,8.690623,0.908239
e344,6.881506,0.755819
e360,8.733084,0.911336
e361,8.813736,0.917618
e374,0.109226,0.02264
e376,7.05274,0.755639
e377,7.593757,0.79866
e377m,7.339535,0.790547
e378,9.241677,-4.746646
e379,7.421288,0.785388
e385,0.08427,0.057173
e387,0.090706,0.037836
e392,0.101519,0.038534
e393,6.197101,0.680521
e395,9.186851,-4.717835
e396,9.375827,0.949072
e397,9.378621,0.946995
e398,8.421347,0.881961
e399,9.684884,0.970266
e403,3.241619,0.39574
e407,8.538779,-4.332231
e417,2.816109,0.353286
e420,8.867873,0.9214
e421,7.262878,0.79064
e422,8.062733,0.861465
e423,0.125212,0.099212
e426,2.207518,-0.625026
e428,14.569417,6.196682
e431,8.427744,-4.255717
e432,8.976789,0.925469
e433,7.969854,0.85032
e434,8.43888,0.886309
e435,8.357764,0.879686
e471,0.062597,0.047
e472,6.181479,0.683039
e473,6.229203,0.687025
e474,0.14084,-0.0
e475,0.15,-0.0
e479,6.217165,0.685984
e485,8.053052,0.857399
e49,2.430975,-0.838158
e502,8.556909,-4.343436
e520,7.329651,0.791604
e521,7.219425,0.782318
e540,8.709389,0.902198
e541,8.652744,0.897216
e542,9.316871,0.945537
e543,9.350547,0.9487
e544,9.174829,-4.695405
e545,9.145801,-4.677429
e546,9.387708,0.952803
e547,8.225412,-4.140117
e548,8.613592,0.898989
e549,8.127009,0.862594
e550,8.494346,0.890475
e551,8.007289,0.853446
e552,8.339048,0.876376
e553,8.236935,0.870812
e554,8.669874,0.903239
e555,8.201581,0.868739
e556,8.185806,-4.116146
e557,8.51228,0.889414
e558,9.400694,0.92896
e559,7.675108,-3.847839
e560,6.675091,-3.276134
e561,6.468546,0.703428
e562,7.943092,0.830059
e58,1.045412,0.780836
e580,6.451434,0.702796
e582,7.753917,0.832741
e583,8.376751,-4.225068
e584,8.543795,0.894548
e585,7.763847,-3.873834
e587,9.483486,0.959358
e59,1.65116,0.782577
e591,0.156731,0.064839
e593,8.28739,0.875932
e598,8.306833,0.877458
e603,9.090213,-4.642125
e604,9.380667,0.948939
e61,0.056689,0.066672
e62,0.056403,0.05353
e625,1670.484863,828.964783
e63,0.042671,0.053957
e635,7.412413,0.791142
e636,6.395873,0.699804
e637,5.597897,0.625004
e638,8.93167,0.897197
e639,7.839349,0.821142
e64,0.084445,0.033171
e642,4.767575,0.545691
e654,9.056376,0.931629
e655,7.978012,0.851395
e656,8.73616,0.908387
e657,8.444571,0.886118
e66,7.589008,-3.807807
e662,6.301636,0.690445
e664,4.572623,-2.048015
e664ex,4.881377,0.57897
e668,8.804029,-4.485213
e67,6.955781,0.749898
e678,4.761459,0.542801
e68,7.625896,0.806732
e682,4.412307,0.511228
e694,4.712227,0.538196
e71,0.051637,0.046134
e715,7.922881,-3.973926
e748,6.953246,0.746799
e793,7.750672,0.814372
e817,7.968481,0.843047
e818,7.35249,0.791158
e836,3.920974,0.466712
e837,4.833016,0.555808
e838,4.957965,0.567976
e850,7.035264,-3.453856
e851,8.352633,-4.241027
e852,8.86032,-4.526978
e853,6.496902,0.711749
e854,7.718287,-3.873393
e855,6.334173,0.695957
e856,7.376517,0.792314
e857,9.613894,0.951501
e858,7.858989,0.834243
e862,59.293613,26.158472
e863,7.18488,-3.515473
e864,119.259727,-63.170853
e874,4.204709,0.493766
e904,6.828596,-3.407801
e908,5.637278,0.635167
ea61009,14.910167,-7.842309
ea61012,1.872164,0.263011
ea81006,0.382083,0.749245
ebambino7,0.060011,0.018489
ec863914,3.859828,0.446969
eh0009,0.09,0.0
eh1070,0.07,0.009966
eh1090,0.089911,0.009934
eh1590,0.08993,0.014902
eh2010,0.100778,0.019922
eh2012,0.1199,0.019883
eh2070,0.07,0.019859
eh2510,0.099939,0.024667
eh3012,0.119759,0.029655
eiffel10,0.027496,0.053277
eiffel371,0.144006,0.030566
eiffel385,0.134385,0.043378
eiffel428,0.089592,0.041456
eiffel430,0.097298,0.043845
esa40,0.107174,0.019808
falcon,0.136779,0.016327
fauvel,7.544172,2.14083
fg1,0.081713,0.03002
fg2,0.081601,0.032547
fg3,0.101401,0.041569
fg4,0.127028,0.046024
fx049915,12.900808,6.117743
fx05188,5.102883,0.579495
fx05191,4.797115,0.548945
fx057816,1.600922,-0.27303
fx05h126,37.161095,16.643873
fx082512,0.53391,0.769128
fx08s176,4.093182,0.479121
fx2,2.482245,0.323419
fx3,2.332395,0.308394
fx38153,11.611057,1.142244
fx60100,47.409882,17.816107
fx601001,1.82938,0.257371
fx60100sm,0.099818,0.034775
fx601261,25.216499,8.24171
fx60157,12.431531,1.205908
fx60160,3.017748,-1.097349
fx60177,12.828466,1.237937
fx61140,33.678967,11.276991
fx61147,17675.326172,-8843.833984
fx61163,11.43364,1.130795
fx61168,5363.980957,-2687.965088
fx61184,35.641563,11.513322
fx62k131,11.47167,1.13671
fx63100,3.310988,-1.289631
fx63110,3.446027,-1.364622
fx63120,3.503574,-1.369837
fx63137sm,0.136763,0.058335
fx63143,11.344496,1.123689
fx63145,42.655144,15.702721
fx63147,10.920964,1.088266
fx63158,35.880577,11.855797
fx6617a2,59.760696,24.607397
fx6617ai,35.297661,14.120037
fx66182,10.545905,1.057983
fx66196v,52.862358,21.132891
fx66a175,9.638688,0.986957
fx66h60,0.06017,0.01673
fx66h80,0.08002,0.024611
fx66s161,10.124676,1.025306
fx66s171,10.27868,1.0373
fx66s196,64.08873,26.652109
fx67k150,9.655897,0.9888
fx67k170,93.781525,-52.208469
fx68h120,0.11807,0.023102
fx69274,0.274141,0.03167
fx69h083,9.478797,3.729662
fx69h098,20.315508,8.612283
fx69pr281,0.281336,0.0554
fx71089a,10.230991,1.031851
fx71120,10.006956,-5.21915
fx711520,10.982286,1.086967
fx711525,11.030934,1.091322
fx711530,194.852524,-102.959969
fx71l150,194.852524,-102.959969
fx72150b,10.520277,1.055246
fx72ls160,0.160116,0.082744
fx73170,0.170901,0.043632
fx73170a,0.17112,0.056299
fx73cl1152,0.15218,0.060875
fx73cl2152,0.152172,0.066228
fx73cl3152,0.152171,0.080074
fx73k170,0.170781,0.045839
fx74080,0.08151,0.043088
fx74130wp1,0.13013,0.0381
fx74130wp2,0.1299,0.039329
fx74130wp2mod,0.12913,0.038733
fx74cl5140,0.140492,0.098027
fx74cl6140,0.140539,0.071436
fx74modsm,0.130827,0.097277
fx75141,0.14134,0.033898
fx75193,0.192731,0.036567
fx75vg166,0.16726,0.024001
fx76100,0.10066,-0.0
fx76120,0.1207,-0.0
fx76mp120,0.121121,0.075727
fx76mp140,0.141089,0.070741
fx76mp160,0.161478,0.060186
fx77080,0.08048,-0.0
fx77w121,0.121041,0.045597
fx77w153,10.868751,1.084453
fx77w258,13.471718,1.285987
fx77w270,0.271362,0.047386
fx77w270s,0.271344,0.046259
fx77w343,223.050003,-118.134232
fx78k140,0.14095,0.043517
fx78k140a20,0.14095,0.043517
fx78k150,0.15108,0.04319
fx78k161,0.16159,0.028453
fx78pk188,0.18814,0.023692
fx79k144,11.563468,1.147175
fx79l100,0.10066,-0.0
fx79l120,0.12068,-0.0
fx79w151a,0.15164,0.037734
fx79w470a,0.463421,0.032456
fx79w660a,0.663887,0.022563
fx80080,0.0806,0.02199
fx83w108,0.108684,0.042155
fx83w160,0.160503,0.038781
fx83w227,0.22645,0.034382
fx84w097,0.0974,0.028141
fx84w127,0.12754,0.037388
fx84w140,0.14082,0.042044
fx84w150,0.149895,0.042029
fx84w175,0.17609,0.043689
fx84w218,0.21965,0.03227
fxl142k,94.606361,42.084419
fxlv152,65.578781,27.161016
fxm2,12.787283,1.235448
fxs02196,12.076506,1.1785
fxs03182,10.367746,1.043971
fxs21158,9.836649,1.003482
geminism,0.15379,0.021989
giiia,24.579443,10.737289
giiib,18.562998,7.756844
giiic,11.774467,4.410864
giiid,8.411805,2.76061
giiie,9.914592,-6.299238
giiif,54.03231,-28.284637
giiig,51.311596,-27.007601
giiih,35.860149,-19.450125
giiii,30.682526,-17.224384
giiij,27.110609,-15.636493
giiik,35.494492,-19.982609
giiil,29.606955,-17.106371
giiim,56.109669,-30.410542
giiin,5.257645,-2.412529
glennmartin2,0.13498,0.058541
glennmartin3,0.137716,0.042041
glennmartin4,0.15493,0.057265
gm15sm,0.0674,0.047602
goe05k,8.349132,4.145461
goe06k,12.483727,6.212742
goe07k,14.536666,7.244472
goe08k,16.174885,8.075652
goe09k,6.14215,3.043271
goe100,15.357066,-7.7055
goe101,1.009779,0.766877
goe10k,8.829095,4.385311
goe113,0.542722,0.74878
goe114,32.802559,-16.430578
goe115,9.115834,4.528813
goe116,1.178594,0.757724
goe117,0.921299,0.762673
goe118,10.528625,-5.292542
goe11k,12.147532,6.043477
goe121,1.266507,0.784547
goe122,4.039938,1.994462
goe123,1.798579,0.255534
goe124,2.169886,-0.608185
goe12k,14.240237,7.094252
goe133,11.14271,-6.305894
goe134,21.09346,-11.067203
goe137,4.941,2.252386
goe13k,15.261324,7.234521
goe14,3.87325,-2.948145
goe140,6.203604,-3.213649
goe142,2588.878418,1288.526489
goe143,5.441628,2.404433
goe144,15.78417,-7.958138
goe147,1.774736,-0.385372
goe14k,21.276182,10.611027
goe15,4.02224,-2.907929
goe155,9.640082,-4.844192
goe15k,24.27676,12.117737
goe164,2.273152,-0.667006
goe165,1.647468,-0.786691
goe167,8.759302,4.105711
goe16k,26.621117,13.049623
goe173,1.729748,0.246568
goe174,5.384967,2.104542
goe176,2.085554,0.281677
goe177,0.691896,0.229888
goe178,4.643722,-2.387155
goe180,2.008652,0.276027
goe182,7.60273,3.063109
goe184,2.18231,0.294079
goe187,0.082802,0.046837
goe188,0.0894,0.041598
goe190,10.59245,4.341174
goe195,97.611916,-49.434059
goe198,2.280569,-0.66878
goe199,12.313907,5.534842
goe207,2.360196,-0.715352
goe210,3.770706,-2.155203
goe217,7.381491,-5.233702
goe222,2.999831,0.371333
goe223,2.618424,-0.857762
goe225,2.984434,0.372222
goe226,3.201189,-1.190251
goe227,2.557026,-0.826982
goe228,3.147425,0.3862
goe229,2.937749,0.829129
goe233,2.983293,-1.484873
goe234,3.229852,-2.298416
goe235,0.065454,0.034576
goe238,9.327131,3.810453
goe239,2.61573,0.336237
goe240,16.746023,-8.639406
goe241,3.371914,-0.572521
goe242,2.704867,0.342401
goe243,22.924263,-12.844967
goe244,11.345805,-6.893108
goe255,2.521428,0.324511
goe256,2.624824,0.336055
goe257,11.137433,5.50286
goe264,1.438808,0.218328
goe265,5.3591,1.75894
goe269,1.899189,-0.454674
goe274,1.940415,0.268586
goe275,2.533254,-0.814622
goe276,6.317168,2.919463
goe277,1.722938,-0.369512
goe278,4.672538,-3.057216
goe279,2.736207,-0.932451
goe280,101.099281,-50.453022
goe281,6.673365,3.238848
goe282,30.61919,-15.516772
goe284,25.993973,-14.310719
goe285,3.003376,0.377133
goe286,6.196895,2.576269
goe287,32.838013,-16.662125
goe288,2.89836,-1.015054
goe289,8.957037,3.635958
goe290,22.386709,-12.512431
goe298,3.18195,0.392003
goe29b,2.425951,0.315611
goe300,5.306633,-2.935621
goe301,5.527502,1.768921
goe303,8.684795,3.420978
goe304,2.955598,-2.065474
goe308,3.378211,1.426988
goe309,10.358452,-5.143834
goe310,13.809819,6.579425
goe311,1.786556,-1.064005
goe314,2.078034,-0.557049
goe315,4.906671,1.596175
goe316,5.016549,1.895682
goe318,6.643422,2.83483
goe319,8.135333,2.933381
goe320,4.567193,1.110464
goe321,2.670265,-0.889754
goe322,8.186082,3.400864
goe323,5.337836,1.813781
goe324,3.300111,-1.244572
goe325,1.556525,-0.261466
goe326,3.874952,1.632148
goe328,1.568863,0.231698
goe329,2.052058,-0.541141
goe330,2.074701,0.28211
goe331,3.12828,0.386328
goe332,2.542559,-0.818588
goe335,1.212538,0.19459
goe336,15.365565,7.415669
goe342,1.922978,0.267387
goe344,1.776612,0.271624
goe346,4.751464,2.350034
goe358,18.561281,-9.300977
goe359,1.163771,0.188512
goe360,2.148272,-0.596318
goe361,8.329857,3.919679
goe362,6.147174,2.485523
goe363,11.37058,-6.355348
goe364,7.082345,2.420426
goe365,35.389584,-18.655178
goe366,2.898099,-1.0146
goe367,2.896037,-1.017959
goe368,0.812656,-0.211355
goe369,7.520433,2.926708
goe370,0.38291,0.783875
goe371,7.586342,3.523092
goe372,7.554472,3.74788
goe373,4.393342,2.155104
goe374,10.322429,4.979573
goe375,10.506314,4.719311
goe376,12.928596,6.210492
goe377,10.952114,5.446872
goe379,12.954167,6.54389
goe380,2.166911,-1.3608
goe381,1.103975,-0.191331
goe382,28.885687,-15.612174
goe383,26.931915,-15.141638
goe384,19.222425,-10.769169
goe385,31.811401,-16.348354
goe386,20.937408,-11.818716
goe387,12.496712,5.20542
goe388,2.139091,-0.584158
goe389,1.35622,0.208626
goe390,3.366651,-0.475658
goe391,9.443867,-4.751043
goe392,6.267413,3.103808
goe393,8.342285,3.856782
goe394,8.518896,3.872082
goe395,1.826659,0.257192
goe396,10.416431,5.178805
goe397,10.327967,5.136276
goe398,13.264565,5.254667
goe399,10.269804,5.106225
goe400,4.548038,2.022428
goe401,11.620145,5.347781
goe402,1.943333,0.268854
goe403,14.803061,-7.430605
goe404,3.187414,0.46802
goe405,1.801282,-0.393639
goe406,18.765724,8.370934
goe407,16.677414,7.699524
goe408,18.354855,8.820424
goe409,1.835543,0.258585
goe410,2.788631,-0.959755
goe411,11.942367,5.949965
goe412,2.45626,0.545151
goe413,2.873774,-1.002021
goe414,9.306178,4.247484
goe415,8.643072,4.210752
goe416a,17.513906,-9.025966
goe417,1.851144,-0.428663
goe417a,11.833835,5.895432
goe418,3.53778,-1.381873
goe419,22.42174,-11.240722
goe420,2.572982,-0.831569
goe421,2.97027,-1.051442
goe422,3.33267,-1.35168
goe423,10.826695,4.166112
goe424,24.696018,-13.522243
goe425,10.114443,4.129643
goe426,2.103241,-0.57105
goe427,1.177573,0.787127
goe428,9.916695,-5.173162
goe429,2.332066,0.311422
goe430,2.133582,0.287492
goe431,2.506282,0.325162
goe432,15.65461,-8.442968
goe433,36.760769,-19.485546
goe434,4.030468,-0.571495
goe435,4.019692,-1.6352
goe436,25.034609,-13.187638
goe437,0.940442,0.783262
goe438,25.235987,-13.361388
goe439,1.351478,0.209568
goe440,3.305341,2.092965
goe441,3.090146,0.381345
goe442,15.093526,-8.187315
goe443,2.948369,1.475385
goe444,10.645379,5.296714
goe445,8.304254,4.126436
goe446,2.474746,-0.780494
goe447,2.63827,-0.871805
goe448,4.338413,1.378136
goe449,2.996752,0.371834
goe450,43.522938,-22.413988
goe451,2.738805,-1.583049
goe456,0.391439,0.783519
goe457,4.775525,2.017237
goe458,0.391439,0.759628
goe459,17.149708,8.246029
goe460,2.805342,0.354281
goe462,2.276955,-0.658639
goe464,9.248716,3.468189
goe474,31.141342,-15.599591
goe476,9.281211,3.552936
goe477,0.725683,0.757839
goe478,2.946779,0.367825
goe479,3.034402,-1.101888
goe480,5.850344,-3.100695
goe481,8.705677,3.29659
goe481a,11.315491,4.74724
goe482,2.967678,0.367714
goe483,10.291697,-5.174702
goe484,10.876345,-5.460556
goe488,0.665204,0.742129
goe490,1.869625,0.875419
goe491,13.369912,6.65639
goe492,1.031883,0.921965
goe493,2.675148,-0.897792
goe494,0.375941,0.786411
goe495,6.314631,-2.409888
goe496,1.746445,-0.364304
goe497,2.552724,0.329472
goe498,3.902436,-1.585168
goe499,0.382257,0.785695
goe500,2.30735,-0.689225
goe501,2.808168,0.354727
goe502,3.203565,-1.189838
goe503,2.747729,-0.931095
goe504,23.277369,-12.362895
goe505,12.658514,5.813755
goe506,10.214377,4.255172
goe507,10.164501,-5.10299
goe508,24.792753,-13.347482
goe509,15.982038,6.953006
goe510,2.05269,0.278725
goe511,13.427103,5.337483
goe512,12.227181,5.075338
goe513,19.380962,8.600679
goe514,12.791126,5.289581
goe515,9.911275,4.927176
goe517,0.550851,0.757742
goe518,12.05876,4.684515
goe522,3.610551,-1.412592
goe523,3.324143,0.401415
goe525,3.324143,0.401415
goe526,3.004021,-1.080994
goe527,3.366955,0.406808
goe528,3.162493,-1.168722
goe529,1.992623,0.273226
goe530,13.621771,5.450207
goe531,3.107708,0.380679
goe532,15.824041,-9.21909
goe533,2.778019,-0.946491
goe534,9.118089,3.205305
goe535,10.630482,3.875574
goe54,6.198243,2.128793
goe546,2.415148,-0.752647
goe547,1.414229,0.215213
goe548,6.863664,3.400358
goe549,19.125162,-11.46332
goe55,9.017491,-4.525764
goe550,2.28838,0.303878
goe553,3.14956,0.388232
goe559,6.655009,5.223972
goe561,19.705795,8.456402
goe562,17.30604,7.925042
goe563,29.926315,-14.991439
goe564,23.800468,-11.93038
goe565,1.50952,0.752761
goe566,5.280813,2.61262
goe567,2.520204,0.325241
goe57,0.910006,-0.204732
goe570,15.163299,6.249441
goe571,17.734604,7.671114
goe572,18.473572,8.267298
goe573,11.371122,4.91871
goe574,8.213824,4.16497
goe575,24.393005,11.183108
goe584,13.860819,-7.068979
goe585,12.394223,-6.612125
goe587,0.681305,0.758298
goe590,8.541161,4.243253
goe591,2.0632,0.280167
goe592,3.542601,-1.378239
goe593,25.299328,-13.569485
goe595,23.490129,-11.775222
goe596,11.938412,-6.687568
goe598,21.898745,-10.97341
goe599,20.596786,-10.325438
goe600,20.820677,-10.9637
goe601,20.701885,-11.395391
goe602,1.250331,0.761612
goe602m,7.189372,-3.62529
goe604,25.418587,-13.9416
goe610b,6.068824,3.004368
goe610bm,22.190922,-11.095524
goe611,26.326365,-13.779958
goe612,9.097612,3.599631
goe613,20.488239,-10.462453
goe614,2.906391,0.361478
goe615,10.635561,-6.27186
goe617,11.716567,5.124972
goe619,2.109435,0.283123
goe620,4.079912,1.008004
goe621,2.778343,-0.949175
goe622,23.677589,-11.866069
goe623,30.782253,-16.077957
goe624,25.27994,-13.765083
goe625,24.595757,-13.403937
goe626,2.88152,0.358664
goe627,6.387956,1.983439
goe628,7.341316,-4.985276
goe629,2.887537,-1.017805
goe63,2.706608,-0.908509
goe630,8.794834,3.381455
goe632,17.385046,7.985159
goe633,2.58012,-0.924751
goe645,22.31542,-12.23832
goe646,3.299351,-1.241088
goe647,9.329466,3.502758
goe648,6.889813,1.827705
goe650,7.643321,2.766693
goe652,3.379324,0.408135
goe654,2.469439,0.31969
goe655,15.567819,-8.656207
goe670,1.301274,0.204448
goe673,0.745089,0.757714
goe675,15.748303,-9.234786
goe676,27.885561,-14.37252
goe677,5.263061,2.34431
goe679,30.764261,-16.599665
goe681,39.103142,-20.855429
goe682,1.815229,-0.402176
goe683,24.491861,11.277672
goe685,2.67749,-0.897994
goe692,31.738024,-16.801041
goe693,4.560142,1.746794
goe701,2.684201,-0.900547
goe702,3.225376,-1.199656
goe703,12.811306,5.318566
goe704,3.595525,1.311454
goe711,24.534225,-12.995234
goe723,13.223269,5.840108
goe735,14.229682,5.942333
goe738,13.907611,6.057232
goe741,10.478424,4.169725
goe744,15.035177,6.37028
goe746,12.115185,5.643207
goe758,16.329031,-8.844082
goe765,0.144004,0.01633
goe766,9.675202,3.799033
goe767,3.267267,0.402237
goe769,21.299246,-11.814615
goe770,6.540273,1.839613
goe775,13.739788,5.626314
goe776,12.707915,4.98591
goe777,10.814276,3.647234
goe780,21.571253,10.757718
goe79,4.28247,1.111988
goe795sm,0.08028,0.02442
goe796,4.350628,0.499909
goe797,19.994978,-10.615984
goe798,6.794822,2.390314
goe801,2.492144,0.322046
goe802,2.492144,0.322046
goe802a,1.751655,-0.28056
goe802b,1.292655,0.934912
goe803h,3.414839,-2.504277
goe804,0.778268,0.75703
goe81,3.907248,-2.598977
goe92,1.518914,-0.680038
griffith30SymSuction,1.518914,-0.680038
gs1,2.529789,0.327875
gu255118,31.581497,-5.539591
hh02,9.106802,-4.688766
hobie,0.08496,0.038895
hobiesm,0.085762,0.038294
hor04,1592.892212,790.502991
hor07,6.277841,0.708494
hor12,43.074474,-28.186636
hor20,27.200327,7.195095
hq010,83.365898,37.236427
hq07,231.467697,112.382462
hq09,7.713841,0.83201
hq1010,6.253304,0.696709
hq1012,6.959651,-3.442796
hq108,5.309313,0.605096
hq109,5.837638,0.656687
hq1510,6.369938,-3.098579
hq1511,978.164551,-494.910706
hq1512,6.979156,-3.451837
hq158,24.185085,9.46065
hq1585,2.304603,-0.696495
hq159,5.998589,0.671332
hq159b,64.772606,-33.885571
hq17,31.068918,11.497375
hq2010,6.490905,-3.168458
hq2012,7.070117,-3.504304
hq208,5.750283,0.646887
hq209,6.147182,0.685015
hq2090sm,0.089701,0.01936
hq2195,15.94996,-10.184061
hq2510,6.146311,0.684906
hq2511,52.04649,19.918924
hq2512,6.843932,-3.373158
hq258,5.377601,-2.519984
hq259,5.806779,-2.770386
hq2590sm,0.090323,0.024508
hq259b,96.506844,-50.474152
hq300gd2,12.036544,1.131463
hq3010,6.795085,-3.344795
hq3011,7.046154,-3.490272
hq3012,7.290098,-3.631357
hq3013,7.477864,-3.739692
hq3014,7.659269,0.825012
hq3015,7.811882,0.837188
hq308,6.169512,0.687064
hq309,6.511747,-3.180477
hq3510,6.961057,-3.442043
hq3512,7.430536,-3.713623
hq3513,7.633976,0.823629
hq3514,3.9367,-1.62438
hq3518,4.171729,-1.753513
hq358,6.375277,0.707499
hq359,6.694622,-3.287682
hs1404,480.587097,-246.78537
hs1430,117.584198,50.432987
hs1606,14.550723,1.389293
hs1620,77.422043,30.485073
hs1708,15.293305,1.444973
hs1712,50.845047,17.25515
hsnlf213,16.115683,1.50233
ht05,0.048115,0.0
ht08,0.05,-0.0
ht12,0.050205,-1e-06
ht22,0.0508,0.010747
ht23,0.065087,0.010767
isa571,0.073706,0.034821
isa960,0.094667,0.044081
isa961,0.09284,0.044408
isa962,0.095999,0.045473
j5012,0.12,1e-06
jn153,16.71689,1.53902
joukowsk,10.817475,1.081573
jx-gs-04,0.069,0.014864
jx-gs-06,0.070998,0.014653
jx-gs-10,0.074099,0.014671
jx-gs-15,0.075998,0.014657
k1,30.275917,2.50791
k2,29.276073,-26.381842
k3,31.356112,2.637518
k3311,0.110005,0.031845
k3311sm,0.11028,0.032296
